District ,Crop,Crop_Year,Season,Area ,Production,Yield
HOSHIARPUR,Sesamum,2008,Kharif     ,500,100,0.2
HOSHIARPUR,Sesamum,2009,Kharif     ,500,100,0.2
HOSHIARPUR,Sesamum,2010,Kharif     ,600,100,0.17
HOSHIARPUR,Sesamum,2011,Kharif     ,500,200,0.4
HOSHIARPUR,Sesamum,2012,Kharif     ,600,200,0.33
HOSHIARPUR,Sesamum,2013,Kharif     ,600,200,0.33
HOSHIARPUR,Sesamum,2014,Kharif     ,300,100,0.33
HOSHIARPUR,Sesamum,2015,Kharif     ,400,70,0.18
HOSHIARPUR,Sesamum,2016,Kharif     ,200,,0
HOSHIARPUR,Sesamum,2018,Kharif     ,300,100,0.33
HOSHIARPUR,Sesamum,2019,Kharif     ,300,200,0.67
JALANDHAR,Sesamum,1997,Kharif     ,1600,600,0.38
JALANDHAR,Sesamum,1998,Kharif     ,1300,400,0.31
JALANDHAR,Sesamum,1999,Kharif     ,1300,700,0.54
JALANDHAR,Sesamum,2000,Kharif     ,1400,600,0.43
JALANDHAR,Sesamum,2001,Kharif     ,1700,600,0.35
JALANDHAR,Sesamum,2002,Kharif     ,600,200,0.33
JALANDHAR,Sesamum,2003,Kharif     ,700,300,0.43
JALANDHAR,Sesamum,2004,Kharif     ,700,300,0.43
JALANDHAR,Sesamum,2005,Kharif     ,800,300,0.38
JALANDHAR,Sesamum,2006,Kharif     ,600,300,0.5
JALANDHAR,Sesamum,2007,Kharif     ,600,300,0.5
JALANDHAR,Sesamum,2008,Kharif     ,600,300,0.5
JALANDHAR,Sesamum,2009,Kharif     ,500,200,0.4
JALANDHAR,Sesamum,2010,Kharif     ,400,200,0.5
JALANDHAR,Sesamum,2011,Kharif     ,200,100,0.5
JALANDHAR,Sesamum,2012,Kharif     ,300,100,0.33
JALANDHAR,Sesamum,2013,Kharif     ,300,100,0.33
JALANDHAR,Sesamum,2014,Kharif     ,200,100,0.5
JALANDHAR,Sesamum,2015,Kharif     ,100,50,0.5
JALANDHAR,Sesamum,2016,Kharif     ,100,100,1
JALANDHAR,Sesamum,2017,Kharif     ,200,,0
JALANDHAR,Sesamum,2018,Kharif     ,100,100,1
JALANDHAR,Sesamum,2019,Kharif     ,100,100,1
KAPURTHALA,Sesamum,1997,Kharif     ,700,200,0.29
KAPURTHALA,Sesamum,1998,Kharif     ,600,200,0.33
KAPURTHALA,Sesamum,1999,Kharif     ,200,0,0
KAPURTHALA,Sesamum,2000,Kharif     ,400,200,0.5
KAPURTHALA,Sesamum,2001,Kharif     ,400,200,0.5
KAPURTHALA,Sesamum,2002,Kharif     ,200,100,0.5
KAPURTHALA,Sesamum,2003,Kharif     ,100,0,0
KAPURTHALA,Sesamum,2004,Kharif     ,200,100,0.5
KAPURTHALA,Sesamum,2005,Kharif     ,200,100,0.5
KAPURTHALA,Sesamum,2006,Kharif     ,100,,0
KAPURTHALA,Sesamum,2007,Kharif     ,100,,0
KAPURTHALA,Sesamum,2008,Kharif     ,100,,0
KAPURTHALA,Sesamum,2017,Kharif     ,100,,0
LUDHIANA,Sesamum,1997,Kharif     ,100,100,1
LUDHIANA,Sesamum,2000,Kharif     ,100,10,0.1
LUDHIANA,Sesamum,2001,Kharif     ,100,100,1
MANSA,Sesamum,1999,Kharif     ,100,0,0
MANSA,Sesamum,2000,Kharif     ,100,10,0.1
MANSA,Sesamum,2001,Kharif     ,300,100,0.33
MANSA,Sesamum,2002,Kharif     ,1200,300,0.25
MANSA,Sesamum,2003,Kharif     ,300,100,0.33
MANSA,Sesamum,2004,Kharif     ,400,200,0.5
MANSA,Sesamum,2005,Kharif     ,500,200,0.4
MANSA,Sesamum,2006,Kharif     ,400,100,0.25
MANSA,Sesamum,2007,Kharif     ,200,100,0.5
MANSA,Sesamum,2008,Kharif     ,200,100,0.5
MANSA,Sesamum,2009,Kharif     ,100,,0
MANSA,Sesamum,2015,Kharif     ,100,30,0.3
MOGA,Sesamum,2000,Kharif     ,100,10,0.1
MOGA,Sesamum,2001,Kharif     ,100,100,1
MOGA,Sesamum,2002,Kharif     ,100,0,0
MOGA,Sesamum,2008,Kharif     ,100,,0
MUKTSAR,Sesamum,1997,Kharif     ,400,100,0.25
MUKTSAR,Sesamum,1998,Kharif     ,300,100,0.33
MUKTSAR,Sesamum,1999,Kharif     ,1000,400,0.4
MUKTSAR,Sesamum,2000,Kharif     ,1100,500,0.45
MUKTSAR,Sesamum,2001,Kharif     ,1500,700,0.47
MUKTSAR,Sesamum,2002,Kharif     ,2400,700,0.29
MUKTSAR,Sesamum,2003,Kharif     ,700,200,0.29
MUKTSAR,Sesamum,2004,Kharif     ,700,300,0.43
MUKTSAR,Sesamum,2005,Kharif     ,600,200,0.33
MUKTSAR,Sesamum,2006,Kharif     ,400,100,0.25
MUKTSAR,Sesamum,2007,Kharif     ,300,200,0.67
MUKTSAR,Sesamum,2008,Kharif     ,300,100,0.33
MUKTSAR,Sesamum,2009,Kharif     ,200,100,0.5
MUKTSAR,Sesamum,2010,Kharif     ,200,100,0.5
MUKTSAR,Sesamum,2011,Kharif     ,100,100,1
MUKTSAR,Sesamum,2012,Kharif     ,100,,0
MUKTSAR,Sesamum,2013,Kharif     ,100,,0
MUKTSAR,Sesamum,2014,Kharif     ,100,,0
MUKTSAR,Sesamum,2015,Kharif     ,100,50,0.5
MUKTSAR,Sesamum,2016,Kharif     ,100,,0
MUKTSAR,Sesamum,2017,Kharif     ,100,100,1
PATHANKOT,Sesamum,2012,Kharif     ,500,200,0.4
PATHANKOT,Sesamum,2013,Kharif     ,600,300,0.5
PATHANKOT,Sesamum,2014,Kharif     ,400,200,0.5
PATHANKOT,Sesamum,2015,Kharif     ,400,160,0.4
PATHANKOT,Sesamum,2016,Kharif     ,400,100,0.25
PATHANKOT,Sesamum,2017,Kharif     ,400,200,0.5
PATHANKOT,Sesamum,2018,Kharif     ,500,100,0.2
PATHANKOT,Sesamum,2019,Kharif     ,500,200,0.4
RUPNAGAR,Sesamum,1997,Kharif     ,600,200,0.33
RUPNAGAR,Sesamum,1998,Kharif     ,400,100,0.25
RUPNAGAR,Sesamum,1999,Kharif     ,400,100,0.25
RUPNAGAR,Sesamum,2000,Kharif     ,600,200,0.33
RUPNAGAR,Sesamum,2001,Kharif     ,400,100,0.25
RUPNAGAR,Sesamum,2002,Kharif     ,400,100,0.25
RUPNAGAR,Sesamum,2003,Kharif     ,300,100,0.33
RUPNAGAR,Sesamum,2004,Kharif     ,400,100,0.25
RUPNAGAR,Sesamum,2005,Kharif     ,400,100,0.25
RUPNAGAR,Sesamum,2006,Kharif     ,300,100,0.33
RUPNAGAR,Sesamum,2007,Kharif     ,300,100,0.33
RUPNAGAR,Sesamum,2008,Kharif     ,200,100,0.5
RUPNAGAR,Sesamum,2009,Kharif     ,200,,0
RUPNAGAR,Sesamum,2011,Kharif     ,100,,0
RUPNAGAR,Sesamum,2012,Kharif     ,200,100,0.5
RUPNAGAR,Sesamum,2013,Kharif     ,100,,0
RUPNAGAR,Sesamum,2014,Kharif     ,100,,0
RUPNAGAR,Sesamum,2015,Kharif     ,100,30,0.3
RUPNAGAR,Sesamum,2016,Kharif     ,200,100,0.5
RUPNAGAR,Sesamum,2017,Kharif     ,200,,0
RUPNAGAR,Sesamum,2018,Kharif     ,200,100,0.5
RUPNAGAR,Sesamum,2019,Kharif     ,100,,0
S NAGAR,Sesamum,2006,Kharif     ,100,,0
S NAGAR,Sesamum,2007,Kharif     ,100,100,1
S NAGAR,Sesamum,2008,Kharif     ,100,,0
S NAGAR,Sesamum,2009,Kharif     ,100,,0
SANGRUR,Sesamum,2002,Kharif     ,100,0,0
SHAHID BHAGAT SINGH NAGAR,Sesamum,1997,Kharif     ,100,100,1
SHAHID BHAGAT SINGH NAGAR,Sesamum,1999,Kharif     ,100,0,0
SHAHID BHAGAT SINGH NAGAR,Sesamum,2000,Kharif     ,100,10,0.1
SHAHID BHAGAT SINGH NAGAR,Sesamum,2001,Kharif     ,100,100,1
SHAHID BHAGAT SINGH NAGAR,Sesamum,2002,Kharif     ,200,100,0.5
SHAHID BHAGAT SINGH NAGAR,Sesamum,2003,Kharif     ,100,0,0
SHAHID BHAGAT SINGH NAGAR,Sesamum,2005,Kharif     ,100,100,1
TARN TARAN,Sesamum,2006,Kharif     ,2100,800,0.38
TARN TARAN,Sesamum,2007,Kharif     ,1600,500,0.31
TARN TARAN,Sesamum,2008,Kharif     ,1700,700,0.41
TARN TARAN,Sesamum,2009,Kharif     ,1700,800,0.47
TARN TARAN,Sesamum,2010,Kharif     ,1400,600,0.43
TARN TARAN,Sesamum,2011,Kharif     ,500,200,0.4
TARN TARAN,Sesamum,2012,Kharif     ,1400,500,0.36
TARN TARAN,Sesamum,2013,Kharif     ,500,200,0.4
TARN TARAN,Sesamum,2014,Kharif     ,1500,600,0.4
TARN TARAN,Sesamum,2015,Kharif     ,1500,580,0.39
TARN TARAN,Sesamum,2016,Kharif     ,600,200,0.33
TARN TARAN,Sesamum,2017,Kharif     ,500,100,0.2
TARN TARAN,Sesamum,2018,Kharif     ,600,200,0.33
TARN TARAN,Sesamum,2019,Kharif     ,600,200,0.33
AMRITSAR,Sugarcane,1997,Whole Year ,11000,600000,54.55
AMRITSAR,Sugarcane,1998,Whole Year ,9000,540000,60
AMRITSAR,Sugarcane,1999,Whole Year ,8000,530000,66.25
AMRITSAR,Sugarcane,2000,Whole Year ,11000,700000,63.64
AMRITSAR,Sugarcane,2001,Whole Year ,11000,750000,68.18
AMRITSAR,Sugarcane,2002,Whole Year ,11000,720000,65.45
AMRITSAR,Sugarcane,2003,Whole Year ,10000,570000,57
AMRITSAR,Sugarcane,2004,Whole Year ,7000,440000,62.86
AMRITSAR,Sugarcane,2005,Whole Year ,6000,367000,61.17
AMRITSAR,Sugarcane,2009,Whole Year ,3000,18000,6
AMRITSAR,Sugarcane,2011,Whole Year ,3000,203000,67.67
AMRITSAR,Sugarcane,2012,Whole Year ,2000,141000,70.5
AMRITSAR,Sugarcane,2013,Whole Year ,5000,401000,80.2
AMRITSAR,Sugarcane,2014,Whole Year ,4000,301000,75.25
AMRITSAR,Sugarcane,2015,Whole Year ,4000,303000,75.75
AMRITSAR,Sugarcane,2016,Whole Year ,4000,302000,75.5
AMRITSAR,Sugarcane,2017,Whole Year ,6000,501000,83.5
AMRITSAR,Sugarcane,2018,Whole Year ,7000,577000,82.43
AMRITSAR,Sugarcane,2019,Whole Year ,6600,523000,79.24
BARNALA,Sugarcane,2013,Whole Year ,1000,90000,90
BARNALA,Sugarcane,2014,Whole Year ,1000,87000,87
BARNALA,Sugarcane,2015,Whole Year ,1000,88000,88
BARNALA,Sugarcane,2016,Whole Year ,1000,103000,103
BARNALA,Sugarcane,2017,Whole Year ,1000,85000,85
BARNALA,Sugarcane,2018,Whole Year ,1000,80000,80
BARNALA,Sugarcane,2019,Whole Year ,300,24000,80
BATHINDA,Sugarcane,2001,Whole Year ,1000,70000,70
BATHINDA,Sugarcane,2002,Whole Year ,1000,60000,60
BATHINDA,Sugarcane,2003,Whole Year ,1000,50000,50
FARIDKOT,Sugarcane,1997,Whole Year ,2000,130000,65
FARIDKOT,Sugarcane,1998,Whole Year ,2000,120000,60
FARIDKOT,Sugarcane,1999,Whole Year ,2000,120000,60
FARIDKOT,Sugarcane,2000,Whole Year ,2000,130000,65
FARIDKOT,Sugarcane,2001,Whole Year ,4000,350000,87.5
FARIDKOT,Sugarcane,2002,Whole Year ,5000,260000,52
FARIDKOT,Sugarcane,2003,Whole Year ,3000,170000,56.67
FARIDKOT,Sugarcane,2004,Whole Year ,1000,70000,70
FARIDKOT,Sugarcane,2005,Whole Year ,1000,68000,68
FATEHGARH SAHIB,Sugarcane,1997,Whole Year ,6000,380000,63.33
FATEHGARH SAHIB,Sugarcane,1998,Whole Year ,4000,260000,65
FATEHGARH SAHIB,Sugarcane,1999,Whole Year ,4000,250000,62.5
FATEHGARH SAHIB,Sugarcane,2000,Whole Year ,4000,290000,72.5
FATEHGARH SAHIB,Sugarcane,2001,Whole Year ,5000,370000,74
FATEHGARH SAHIB,Sugarcane,2002,Whole Year ,5000,310000,62
FATEHGARH SAHIB,Sugarcane,2003,Whole Year ,4000,250000,62.5
FATEHGARH SAHIB,Sugarcane,2004,Whole Year ,2000,140000,70
FATEHGARH SAHIB,Sugarcane,2005,Whole Year ,2000,151000,75.5
FATEHGARH SAHIB,Sugarcane,2009,Whole Year ,2000,15000,7.5
FATEHGARH SAHIB,Sugarcane,2011,Whole Year ,2000,151000,75.5
FATEHGARH SAHIB,Sugarcane,2012,Whole Year ,3000,258000,86
FATEHGARH SAHIB,Sugarcane,2013,Whole Year ,3000,243000,81
FATEHGARH SAHIB,Sugarcane,2014,Whole Year ,3000,264000,88
FATEHGARH SAHIB,Sugarcane,2015,Whole Year ,3000,262000,87.33
FATEHGARH SAHIB,Sugarcane,2016,Whole Year ,3000,266000,88.67
FATEHGARH SAHIB,Sugarcane,2017,Whole Year ,3000,250000,83.33
FATEHGARH SAHIB,Sugarcane,2018,Whole Year ,3000,248000,82.67
FATEHGARH SAHIB,Sugarcane,2019,Whole Year ,2700,243000,90
FAZILKA,Sugarcane,2011,Whole Year ,1000,73000,73
FAZILKA,Sugarcane,2012,Whole Year ,1000,82000,82
FAZILKA,Sugarcane,2015,Whole Year ,2000,178000,89
FAZILKA,Sugarcane,2016,Whole Year ,2000,180000,90
FAZILKA,Sugarcane,2017,Whole Year ,2000,147000,73.5
FAZILKA,Sugarcane,2018,Whole Year ,2000,142000,71
FAZILKA,Sugarcane,2019,Whole Year ,1600,131000,81.88
FIROZEPUR,Sugarcane,1997,Whole Year ,8000,530000,66.25
FIROZEPUR,Sugarcane,1998,Whole Year ,7000,460000,65.71
FIROZEPUR,Sugarcane,1999,Whole Year ,8000,570000,71.25
FIROZEPUR,Sugarcane,2000,Whole Year ,8000,530000,66.25
FIROZEPUR,Sugarcane,2001,Whole Year ,9000,520000,57.78
FIROZEPUR,Sugarcane,2002,Whole Year ,9000,460000,51.11
FIROZEPUR,Sugarcane,2003,Whole Year ,6000,280000,46.67
FIROZEPUR,Sugarcane,2004,Whole Year ,2000,140000,70
FIROZEPUR,Sugarcane,2005,Whole Year ,1000,76000,76
FIROZEPUR,Sugarcane,2009,Whole Year ,1000,6000,6
FIROZEPUR,Sugarcane,2012,Whole Year ,1000,67000,67
FIROZEPUR,Sugarcane,2013,Whole Year ,2000,170000,85
FIROZEPUR,Sugarcane,2014,Whole Year ,2000,150000,75
GURDASPUR,Sugarcane,1997,Whole Year ,19000,980000,51.58
GURDASPUR,Sugarcane,1998,Whole Year ,15000,840000,56
GURDASPUR,Sugarcane,1999,Whole Year ,16000,1100000,68.75
GURDASPUR,Sugarcane,2000,Whole Year ,18000,1220000,67.78
GURDASPUR,Sugarcane,2001,Whole Year ,23000,1570000,68.26
GURDASPUR,Sugarcane,2002,Whole Year ,25000,1700000,68
GURDASPUR,Sugarcane,2003,Whole Year ,22000,1320000,60
GURDASPUR,Sugarcane,2004,Whole Year ,20000,1310000,65.5
GURDASPUR,Sugarcane,2005,Whole Year ,21000,1412000,67.24
GURDASPUR,Sugarcane,2009,Whole Year ,19000,124000,6.53
GURDASPUR,Sugarcane,2011,Whole Year ,20000,1491000,74.55
GURDASPUR,Sugarcane,2012,Whole Year ,22000,1594000,72.45
GURDASPUR,Sugarcane,2013,Whole Year ,21000,1560000,74.29
GURDASPUR,Sugarcane,2014,Whole Year ,24000,1840000,76.67
GURDASPUR,Sugarcane,2015,Whole Year ,21000,1512000,72
GURDASPUR,Sugarcane,2016,Whole Year ,21000,1706000,81.24
GURDASPUR,Sugarcane,2017,Whole Year ,22000,1895000,86.14
GURDASPUR,Sugarcane,2018,Whole Year ,22000,1832000,83.27
GURDASPUR,Sugarcane,2019,Whole Year ,20200,1648000,81.58
HOSHIARPUR,Sugarcane,1997,Whole Year ,13000,770000,59.23
HOSHIARPUR,Sugarcane,1998,Whole Year ,13000,780000,60
HOSHIARPUR,Sugarcane,1999,Whole Year ,15000,900000,60
HOSHIARPUR,Sugarcane,2000,Whole Year ,17000,1020000,60
HOSHIARPUR,Sugarcane,2001,Whole Year ,21000,1290000,61.43
HOSHIARPUR,Sugarcane,2002,Whole Year ,25000,1310000,52.4
HOSHIARPUR,Sugarcane,2003,Whole Year ,22000,1170000,53.18
HOSHIARPUR,Sugarcane,2004,Whole Year ,18000,1030000,57.22
HOSHIARPUR,Sugarcane,2005,Whole Year ,21000,1168000,55.62
HOSHIARPUR,Sugarcane,2009,Whole Year ,14000,76000,5.43
HOSHIARPUR,Sugarcane,2011,Whole Year ,20000,1293000,64.65
HOSHIARPUR,Sugarcane,2012,Whole Year ,19000,1321000,69.53
HOSHIARPUR,Sugarcane,2013,Whole Year ,21000,1481000,70.52
HOSHIARPUR,Sugarcane,2014,Whole Year ,22000,1515000,68.86
HOSHIARPUR,Sugarcane,2015,Whole Year ,22000,1622000,73.73
HOSHIARPUR,Sugarcane,2016,Whole Year ,22000,1699000,77.23
HOSHIARPUR,Sugarcane,2017,Whole Year ,23000,1830000,79.57
HOSHIARPUR,Sugarcane,2018,Whole Year ,24000,1884000,78.5
HOSHIARPUR,Sugarcane,2019,Whole Year ,24300,1828000,75.23
JALANDHAR,Sugarcane,1997,Whole Year ,14000,780000,55.71
JALANDHAR,Sugarcane,1998,Whole Year ,13000,730000,56.15
JALANDHAR,Sugarcane,1999,Whole Year ,14000,820000,58.57
JALANDHAR,Sugarcane,2000,Whole Year ,15000,920000,61.33
JALANDHAR,Sugarcane,2001,Whole Year ,16000,1000000,62.5
JALANDHAR,Sugarcane,2002,Whole Year ,17000,1040000,61.18
JALANDHAR,Sugarcane,2003,Whole Year ,15000,690000,46
JALANDHAR,Sugarcane,2004,Whole Year ,11000,610000,55.45
JALANDHAR,Sugarcane,2005,Whole Year ,11000,676000,61.45
JALANDHAR,Sugarcane,2009,Whole Year ,7000,42000,6
JALANDHAR,Sugarcane,2011,Whole Year ,9000,599000,66.56
JALANDHAR,Sugarcane,2012,Whole Year ,10000,651000,65.1
JALANDHAR,Sugarcane,2013,Whole Year ,10000,764000,76.4
JALANDHAR,Sugarcane,2014,Whole Year ,11000,825000,75
JALANDHAR,Sugarcane,2015,Whole Year ,11000,656000,59.64
JALANDHAR,Sugarcane,2016,Whole Year ,10000,856000,85.6
JALANDHAR,Sugarcane,2017,Whole Year ,11000,958000,87.09
JALANDHAR,Sugarcane,2018,Whole Year ,11000,993000,90.27
JALANDHAR,Sugarcane,2019,Whole Year ,10100,885000,87.62
KAPURTHALA,Sugarcane,1997,Whole Year ,5000,270000,54
KAPURTHALA,Sugarcane,1998,Whole Year ,4000,240000,60
KAPURTHALA,Sugarcane,1999,Whole Year ,4000,220000,55
KAPURTHALA,Sugarcane,2000,Whole Year ,5000,330000,66
KAPURTHALA,Sugarcane,2001,Whole Year ,6000,370000,61.67
KAPURTHALA,Sugarcane,2002,Whole Year ,6000,350000,58.33
KAPURTHALA,Sugarcane,2003,Whole Year ,6000,320000,53.33
KAPURTHALA,Sugarcane,2004,Whole Year ,5000,300000,60
KAPURTHALA,Sugarcane,2005,Whole Year ,4000,231000,57.75
KAPURTHALA,Sugarcane,2009,Whole Year ,3000,18000,6
KAPURTHALA,Sugarcane,2011,Whole Year ,3000,221000,73.67
KAPURTHALA,Sugarcane,2012,Whole Year ,4000,258000,64.5
KAPURTHALA,Sugarcane,2013,Whole Year ,4000,328000,82
KAPURTHALA,Sugarcane,2014,Whole Year ,4000,312000,78
KAPURTHALA,Sugarcane,2015,Whole Year ,5000,380000,76
KAPURTHALA,Sugarcane,2016,Whole Year ,4000,327000,81.75
KAPURTHALA,Sugarcane,2017,Whole Year ,4000,335000,83.75
KAPURTHALA,Sugarcane,2018,Whole Year ,4000,334000,83.5
KAPURTHALA,Sugarcane,2019,Whole Year ,3900,330000,84.62
LUDHIANA,Sugarcane,1997,Whole Year ,8000,470000,58.75
LUDHIANA,Sugarcane,1998,Whole Year ,5000,330000,66
LUDHIANA,Sugarcane,1999,Whole Year ,6000,420000,70
LUDHIANA,Sugarcane,2000,Whole Year ,7000,470000,67.14
LUDHIANA,Sugarcane,2001,Whole Year ,8000,540000,67.5
LUDHIANA,Sugarcane,2002,Whole Year ,8000,510000,63.75
LUDHIANA,Sugarcane,2003,Whole Year ,5000,270000,54
LUDHIANA,Sugarcane,2004,Whole Year ,3000,140000,46.67
LUDHIANA,Sugarcane,2005,Whole Year ,2000,133000,66.5
LUDHIANA,Sugarcane,2009,Whole Year ,1000,6000,6
LUDHIANA,Sugarcane,2011,Whole Year ,2000,161000,80.5
LUDHIANA,Sugarcane,2012,Whole Year ,2000,136000,68
LUDHIANA,Sugarcane,2013,Whole Year ,2000,170000,85
LUDHIANA,Sugarcane,2014,Whole Year ,3000,258000,86
LUDHIANA,Sugarcane,2015,Whole Year ,2000,171000,85.5
LUDHIANA,Sugarcane,2016,Whole Year ,2000,177000,88.5
LUDHIANA,Sugarcane,2017,Whole Year ,3000,273000,91
LUDHIANA,Sugarcane,2018,Whole Year ,3000,268000,89.33
LUDHIANA,Sugarcane,2019,Whole Year ,2600,215000,82.69
MANSA,Sugarcane,1997,Whole Year ,1000,60000,60
MANSA,Sugarcane,1998,Whole Year ,1000,60000,60
MANSA,Sugarcane,1999,Whole Year ,1000,60000,60
MANSA,Sugarcane,2000,Whole Year ,1000,60000,60
MANSA,Sugarcane,2001,Whole Year ,1000,70000,70
MANSA,Sugarcane,2002,Whole Year ,1000,50000,50
MOGA,Sugarcane,1997,Whole Year ,1000,60000,60
MOGA,Sugarcane,2000,Whole Year ,1000,60000,60
MOGA,Sugarcane,2001,Whole Year ,2000,150000,75
MOGA,Sugarcane,2002,Whole Year ,2000,100000,50
MOGA,Sugarcane,2003,Whole Year ,1000,60000,60
MOGA,Sugarcane,2004,Whole Year ,1000,60000,60
MUKTSAR,Sugarcane,1997,Whole Year ,2000,110000,55
MUKTSAR,Sugarcane,1998,Whole Year ,2000,130000,65
MUKTSAR,Sugarcane,1999,Whole Year ,2000,130000,65
MUKTSAR,Sugarcane,2000,Whole Year ,4000,290000,72.5
MUKTSAR,Sugarcane,2001,Whole Year ,5000,380000,76
MUKTSAR,Sugarcane,2002,Whole Year ,8000,500000,62.5
MUKTSAR,Sugarcane,2003,Whole Year ,4000,210000,52.5
MUKTSAR,Sugarcane,2004,Whole Year ,1000,50000,50
MUKTSAR,Sugarcane,2005,Whole Year ,1000,51000,51
MUKTSAR,Sugarcane,2019,Whole Year ,400,32000,80
PATHANKOT,Sugarcane,2011,Whole Year ,4000,298000,74.5
PATHANKOT,Sugarcane,2012,Whole Year ,4000,297000,74.25
PATHANKOT,Sugarcane,2013,Whole Year ,4000,234000,58.5
PATHANKOT,Sugarcane,2014,Whole Year ,4000,253000,63.25
PATHANKOT,Sugarcane,2015,Whole Year ,4000,266000,66.5
PATHANKOT,Sugarcane,2016,Whole Year ,4000,307000,76.75
PATHANKOT,Sugarcane,2017,Whole Year ,4000,292000,73
PATHANKOT,Sugarcane,2018,Whole Year ,4000,281000,70.25
PATHANKOT,Sugarcane,2019,Whole Year ,4200,304000,72.38
PATIALA,Sugarcane,1997,Whole Year ,5000,270000,54
PATIALA,Sugarcane,1998,Whole Year ,3000,170000,56.67
PATIALA,Sugarcane,1999,Whole Year ,3000,180000,60
PATIALA,Sugarcane,2000,Whole Year ,3000,220000,73.33
PATIALA,Sugarcane,2001,Whole Year ,4000,280000,70
PATIALA,Sugarcane,2002,Whole Year ,5000,330000,66
PATIALA,Sugarcane,2003,Whole Year ,4000,240000,60
PATIALA,Sugarcane,2004,Whole Year ,2000,120000,60
PATIALA,Sugarcane,2005,Whole Year ,1000,70000,70
PATIALA,Sugarcane,2009,Whole Year ,1000,8000,8
PATIALA,Sugarcane,2011,Whole Year ,3000,264000,88
PATIALA,Sugarcane,2012,Whole Year ,2000,184000,92
PATIALA,Sugarcane,2013,Whole Year ,3000,281000,93.67
PATIALA,Sugarcane,2014,Whole Year ,3000,272000,90.67
PATIALA,Sugarcane,2015,Whole Year ,2000,176000,88
PATIALA,Sugarcane,2016,Whole Year ,2000,183000,91.5
PATIALA,Sugarcane,2017,Whole Year ,2000,204000,102
PATIALA,Sugarcane,2018,Whole Year ,2000,189000,94.5
PATIALA,Sugarcane,2019,Whole Year ,1600,134000,83.75
RUPNAGAR,Sugarcane,1997,Whole Year ,11000,560000,50.91
RUPNAGAR,Sugarcane,1998,Whole Year ,9000,510000,56.67
RUPNAGAR,Sugarcane,1999,Whole Year ,9000,490000,54.44
RUPNAGAR,Sugarcane,2000,Whole Year ,10000,550000,55
RUPNAGAR,Sugarcane,2001,Whole Year ,10000,540000,54
RUPNAGAR,Sugarcane,2002,Whole Year ,9000,490000,54.44
RUPNAGAR,Sugarcane,2003,Whole Year ,7000,350000,50
RUPNAGAR,Sugarcane,2004,Whole Year ,4000,230000,57.5
RUPNAGAR,Sugarcane,2005,Whole Year ,6000,383000,63.83
RUPNAGAR,Sugarcane,2009,Whole Year ,2000,13000,6.5
RUPNAGAR,Sugarcane,2011,Whole Year ,3000,224000,74.67
RUPNAGAR,Sugarcane,2012,Whole Year ,3000,227000,75.67
RUPNAGAR,Sugarcane,2013,Whole Year ,2000,152000,76
RUPNAGAR,Sugarcane,2014,Whole Year ,3000,238000,79.33
RUPNAGAR,Sugarcane,2015,Whole Year ,3000,221000,73.67
RUPNAGAR,Sugarcane,2016,Whole Year ,3000,241000,80.33
